story,lang,sentences,sentence_num
1,french,Il a promis de passer devant mon échoppe.,65
1,french,Peut-être était-ce un rêve?,66
1,french,N'importe!,67
1,french,Je l'attendrai.,68
1,french,"Je ne l'ai jamais vu, mais n'ai-je pas admiré son portrait dans toutes les églises?",69
1,french,Je saurai bien le reconnaitre !,70
1,french,"Là-dessus, Martin gagna son lit, et longtemps encore repassa dans son esprit les étranges paroles qu'il avait entendues.",71
1,french,III.,72
1,french,"Longtemps avant le jour, 1a petite lampe du cordonnier était allumée.",73
1,french,"Il remit du charbon dans son poêle, qui n’était pas encore éteint, et se mit en devoir de préparer son café.",74
1,french,"Puis il se hâla de ranger sa chambre, et vint se placer enfin près de la fenêtre, pour guetter les premières lueurs du jour et les premiers passants.",75
1,french,"Peu à peu le ciel s’éclaira, et Martin ne tarda pas à voir paraître sur la place le balayeur de rues, le plus matinal de tous les travailleurs.",76
1,french,"Il ne lui accorda qu'un regard distrait ; il avait, en vérité, bien autre chose à faire qu’à regarder un balayeur de rues!",77
1,french,"Cependant il paraissait faire froid au dehors, car la vitre se couvrait constamment de buée, et le cantonnier, après avoir donné quelques vigoureux coups de balai, ne tarda pas à éprouver le besoin de se réchauffer par un exercice plus énergique, en battant des bras de toutes ses forces, et en frappant le sol tantôt d’un pied tantôt de l’autre. —Le brave homme, se dit Martin, il a froid, tout de même.",78
1,french,C'est fête aujourd'hui... mais non pas pour lui.,79
1,french,Si je lui offrais une tasse de café?,80
1,french,Et il frappa contre la vitre.,81
1,french,"La balayeur tourna la tête, vit celle du père Martin derrière sa fenêtre, et s'approcha.",82
1,french,Le cordonnier ouvrit sa porte.,83
1,french,"Entrez, dit-il, venez vous réchauffer. —C'est pas de refus, merci.",84
1,french,Quel temps de chien !,85
1,french,On se croirait en Russie.,86
1,french,Voulez—vous accepter une tasse de café ?,87
1,french,"dit le père Martin. — Ah par exemple, voilà un brave homme!",88
1,french,"Avec plaisir, pardi.",89
1,french,Vaut mieux tard que jamais pour faire son petit réveillon.,90
1,french,"Le cordonnier servit son hôte à la hâte, et s’empressa de retourner vers sa fenêtre et de sonder la rue et la place de tous côtés, pour voir s'il n’était passé personne. —Qu'est-ce que vous avez donc à regarder dehors?",91
1,french,"lui dit enfin le cordonnier. —J'attends mon Maître, répondit Martin. — Votre maître?",92
1,french,vous travaillez donc en magasin?,93
1,french,La belle heure pour un patron de venir voir ses ouvriers!,94
1,french,"D'abord c'est fête pour vous aujourd'hui! — C'est d’un autre maître que je parle, reprit le vieux cordonnier. —Ah! — Un maître qui peut venir à toute heure, et qui m’a promis de venir aujourd’hui.",95
1,french,"Vous ne savez pas son nom, c’est Jésus. —J'en ai entendu parler, mais je ne le connais pas.",96
1,french,Où demeure-t-il?,97
1,french,"Le père Martin se mit alors en quelques mots, à raconter au balayeur de rues l'histoire qu'il avait lue la veille, en y ajoutant quelques détails.",98
1,french,Il se tournait vers la fenêtre tout en parlant. —Et c'est lui que vous attendez?,99
1,french,dit enfin le cantonnier quand il sut de qui il s'agissait.,100
1,french,M’est avis que vous ne le verrez pas comme vous le croyez.,101
1,french,"Mais c’est égal, vous me l'aurez fait voir, à moi.",102
1,french,"Vous me prêterez votre livre, Monsieur... — Martin, dit le cordonnier. —Monsieur Martin, et je vous garantis que vous n’aurez pas perdu votre temps ce matin, quoiqu’il fasse à peine jour.",103
1,french,Merci et au revoir!,104
1,french,"Et le cantonnier s‘éloigna, laissant le pore Martin seul de nouveau, le front collé contre la vitre.",105
1,french,IV.,106
1,french,"Quelques ivrognes attardés passèrent, mais le vieux cordonnier ne les regarda seulement pas.",107
1,french,"Puis arrivèrent les marchandes, avec leurs petites charrettes.",108
1,french,Il les connaissait trop bien pour faire grande attention à elles.,109
1,french,"Mais au bout d’une heure ou deux, ses regards furent attirés par une jeune femme, misérablement vêtue, portant un enfant dans ses bras.",110
1,french,"Elle était si pale, si décharnée que le coeur du vieillard s’émut.",111
1,french,Peut-être cela le fit-il penser à sa fille.,112
1,french,"Il ouvrit sa porte, et l'appela: — Eh!",113
1,french,dites donc!,114
1,french,"La pauvre femme entendit cet appel, et se retourna, surprise.",115
1,french,"Elle vit le père Martin qui lui faisait signe d’approcher. — Vous n’avez pas l'air bien portant, my belle (Ma belle est la locution la plus fréquemment employée dans le vieux Marseille.",116
1,french,"Elle s'applique indistinctement aux poissardes de la halle Vivaux, aux laveuses du lavoir public, et à toutes les femmes, jeunes ou vielles, riches ou pauvres, qui ont affaire dans ces quartiers-là.",117
1,french,"Quoi qu'on en dise, le marseillais dit beaucoup plus: ma belle que mon bon.) --Je vais à l'hôpital, répondit la jeune femme.",118
1,french,"J'espère bien qu'on m’y recevra, avec mon enfant.",119
1,french,"Mon mari est sur mer, et voila trois mois que je l'attends. — Comme j'attends mon fils, pensa le cordonnier. — Il ne revient pas, et cependant je n'ai plus le son et je suis malade.",120
1,french,Il faut bien que j'aille à l'hôpital! — Pauvre femme!,121
1,french,dit le vieillard attendri.,122
1,french,Vous mangerez bien un morceau de pain en vous réchauffant.,123
1,french,Non?,124
1,french,Au moins une tasse de lait pour le petit.,125
1,french,"Tenez, voilà justement le mien, que je n'ai pas encore touché.",126
1,french,"Chauffez-vous, et laissez—moi le marmot.",127
1,french,"J’en ai eu moi, dans le temps; je sais comment ça se manipule.",128
1,french,"Il a une crâne mine, le vôtre.",129
1,french,Quoi!,130
1,french,"Vous ne lui avez point mis de souliers! — Je n'en ai point, soupira la pauvre femme. — Attendez donc.",131
1,french,"J'en ai une paire, là, qui va faire l'affaire.",132
1,french,"Et le vieil ouvrier, au milieu des protestations el des remerciments de la mère, alla chercher les souliers qu'il avait regardés la veille, et les mit aux petits pieds de l'enfant.",133
1,french,Ils lui allaient admirablement.,134
1,french,"Matin étouffa un soupir cependant, en se séparant de son chef-d'oeuvre, ce qu'il avait fait de mieux en sa vie. — Bah!",135
1,french,se dit-il.,136
1,french,"Je n’en ai plus besoin pour personne, maintenant.",137
1,french,Et il revint auprès de la fenêtre.,138
1,french,Il se remit à regarder d'une façon si anxieuse que la jeune femme en fut surprise. — Qu'est-ce que vous regardez là?,139
1,french,"demanda-t-elle. -J'attends mon Maître, répondit Martin.",140
1,french,"La jeune femme ne comprit pas, ou ne soucia pas de comprendre.  -Connaissez-vous le Seigneur Jésus?",141
1,french,"lui demanda-t-il. -Certainement, répondit-elle en faisant le signe de la croix.",142
1,french,"Il n'y a pas si longtemps que j'ai appris mon catéchisme.  —C'est lui que j'attends, reprit le vieillard. -Et vous croyez qu'il va passer par là? -Il me l'a dit. -Pas possible!",143
1,french,Oh!,144
1,french,"Que j'aimerais rester avec vous, pour le voir, moi aussi, si c'est vrai...mais vous devez vous tromper.",145
1,french,"Et puis, il faut que je m'en aille, pour être reçue à l'hôpital. -Savez-vous lire?",146
1,french,"dit le cordonnier. -Oui. -Eh bien, prenez ce petit livre, reprit-il en lui mettant dans les mains un fragment de l'Evangile.",147
1,french,"Lisez-le attentivement, et ce ne sera pas tout-à-fait comme si vous le voyiez, mais ce sera presque la même chose, et peut-être le verrez-vous plus tard.",148
1,french,"La jeune femme prit le livre d'un air de doute, s'éloigna en disant merci, et le vieillard reprit son poste auprès de la fenêtre.",149
1,french,V.,150
1,french,"Les heures succédaient aux heures, les passants aux passants.",151
1,french,"Le petit poêle ronflait toujours, et Martin, dans son fauteuil, regardait encore dans la rue.",152
1,french,Le Maître ne paraissait pas.,153
1,french,"Il avait bien vu passer un jeune prêtre, aux cheveux blond, aux yeux bleus, justement comme on représente le Christ dans les tableaux d'église Mais en passant tout prés de son échoppe, le prêtre avait murmuré: Mea culpa.",154
1,french,"Evidemment, le Christ se serait point accusé lui-même, Ce ne pouvait être lui.",155
1,french,"Les jeunes gens, les vieillards, les marins, les ouvriers, les courtisanes, les ménagères, les grandes dames, tout ce monde passa devant lui.",156
1,french,Bien des mendiants aussi supplièrent le brave homme; son bon regard semblait leur promettre quelquechose.,157
1,french,Ils ne furent pas déçus.,158
1,french,"Cependant, le Maître ne paraissait pas.",159
1,french,"Ses yeux étaient fatigués, son coeur commençait à défaillir.",160
1,french,Les jours passent vite en décembre.,161
1,french,"Déjà l'ombre s'allongeait sur la place, déjà l'allumeur de réverbères paraissait au loin, déjà les fenêtres d'en face commençaient à briller joyeusement, et le fumet de la dinde rôtie, LE METS traditionnel des Marseillais, s’élevait de toutes les cuisines.",162
1,french,Et le Maître ne paraissait pas.,163
1,french,"Enfin, la nuit vint, accompagnée de brouillard.",164
1,french,"Il était désormais inutile de se tenir près de la fenêtre; les Passants, devenus rares, s‘éloignaient dans la brame sans qu'on put les dévisager.",165
1,french,Le vieillard se rapprocha tristement de son poêle et se mit à préparer son modeste souper.,166
1,french,"_— C'était un rêve, murmura-t-il.",167
1,french,"Pourtant, je l'avais bien espéré.",168
1,french,"Son repas achevé, il ouvrit son livre, et voulut se mettre à lire.",169
1,french,Mais sa tristesse l'en empêcha. -Il n'est pas venu!,170
1,french,Répétait-il sans cesse.,171
1,french,"Tout à coup, la chambre sembla s'emplir de monde.",172
1,french,"Le balayeur de rues était là, la jeune femme avec son enfant était là, et chacun d'eux lui disait: -Ne m'as-tu pas vu?",173
1,french,"Derrière eux venaient les mendiants à qui il avait fait l'aumône, les voisins à qui il avait dit une bonne parole, les enfants à qui il avait adressé un bon sourire, et chacun lui disait à son tour: -Ne m'as-tu pas vu? -Mais qui êtes-vous donc?",174
1,french,cria le cordonnier à tous ces fantômes.,175
1,french,"Alors le petit enfant aux bras de la jeune femme, se pencha vers ce livre du vieillard, et de son doigt rose lui montra ce passage, à l'endroit même où il l'avait ouvert: « Quiconque reçoit un de ces petits me reçoit...",176
1,french,"« J'ai eu faim et vous m'avez donné à manger, j'ai eu soif et vous m'avez donné à boire, j'étais étranger et vous m’avez recueilli...",177
1,french,"Car en tant que vous avez fait ces choses à l'un de ces petits, vous me les avez faites à moi-même.»",178
2,russian,"ДЯДЯ МАРТЫН Знавали-ли вы дядю Мартина, старого башмачника, больше известного под названим Авдеича.",1
2,russian,"Жил он в подвальном этаже старого, каменного дома, в одомашнения из глухих переулок большого города.",2
2,russian,"Коморка, служившая ему спальней, мастерской и кухней, выглядывала, впрочем, на улице, так что он мог свободно наблюдать за прохожими, главное, изучать их обувь, что особенно занимало старика; да только та беда, что прохожих было очень мало.",3
2,russian,"На бедность дядя Мартын не жаловался, концы с концами сводил.",4
2,russian,"Еще-бы: квартал был хоть и беден, а все таки каждая пара башмаков, в околотке, перебывала хоть по три раза в руках Авдеича, для починки, и всякий раз, хоть несколько копеек с собой приносила.",5
2,russian,"Было время, когда Авдеич был важный сапожник, работал всякую щегольскую обувь, но старость пришла, зрение стало слабеть, и теперь уж он доволен и тем, что может так искусно и прочно накладывать заплаты к чужому труду.",6
2,russian,Зато заказчиков было сколько угодно и все его работу хвалили.,7
2,russian,"Из ближайшего народного училища ему то и дело носили истоптанные, детские сапоги; кухарки, рыночные торговки, ни за что к другому башмачнику не пойдут.",8
2,russian,"""Уж нечего говорить, мастер на свое дело"", твердили он, ""его подовшы не скоро изобешь, и по шву ни зачто не распорется, как и других, бессовестных, и гвоздь в ногу не вопьется.""",9
2,russian,"А Авдеич, кажется, наизусть знал каждый башмак, во всей окрестности, и прилагал все свое старание к тому, чтобы этот башмак прожил как можно дольше.",10
2,russian,"Дядя Мартын всегда был набожный, любил ходить в церковь и особенно внимательно и благоговейно вслушивался в чтение Евангелия.",11
2,russian,"Но, с некоторого времени, душу его как-то особенно потянуло к всему небесному, и вот как оно случилось.",12
2,russian,"Давно уже схоронил он жену, но она оставила ему после себя сокровище,--трехлетнюю малютку, которая, как ясное солнышко, согревала ему душу.",13
2,russian,"Потешила она его несколько годков, подросла, стала все понимать, обо всем с ним толковать, а там ее Бог и взял.",14
2,russian,"Уж как горевал отец, так и сказать нельзя.",15
2,russian,"""Все пропало, жить больше не для кого"", твердил он, и оплакивал свою малютку день и ночь.",16
2,russian,"Тут навестил его раз соседней батюшка, старичок О.",17
2,russian,"Иван, и когда Авдеич при нем опять стал твердить: ""Все пропало--жить не для кого"", отец Иван ответил: ""не пропалo то, что Господь на небо перенес--оно там целее будет, чем на земле.",18
2,russian,"Есть там для тебя и другое сокровище--это Сам Господь; и для Него тебе теперь жить надо.""",19
2,russian,"Авдеич грустно покачал головою, а от души все таке как как-будто отлегло.",20
2,russian,"""Надо-бы божественную книгу достать"", сказал он, ""авось и вразумить она меня"".",21
2,russian,"""Зайди ко мне, я тебе дам Евангелие крупной печати"", сказал отец Иван, ""читай его с молитвой, оно тебя утешит, как и меня утешило--мои сокровища тоже уже не на земле"".",22
2,russian,"Дядя Мартын добыл Евангелие--весь Новый Завет крупной печати,--принялся читать в свободное от работы время, и стало ему это чтение то же самое, что хлеб насущный.",23
2,russian,"Голодовало одинокое сердце, но голод утолился небесною пищею, повеселел дядя Мартын, поднял поникшую голову и вместо жалоб часто стал повторать: ""Слава тебе Господи""!",24
2,russian,"Многое старое, что прежде водилось за ним, отошло прочь.",25
2,russian,"Было время, когда он весь праздничный вечерок просиживал в соседнем трактире и хоть не напивался, как другие, а все таки не в полном рассудке выходил оттуда.",26
2,russian,"Было время, когда он иной раз в досаде, бранные слова говорил, ворчал на то или другое, но это все отошло от него.",27
2,russian,"Доносятся бывало до него, в летнее время, из трактира хриплые голоса, громкие, шумные речи, а в коморке Авдеича светится лампочка над большой книгой на столе, и сам он, склонив седую голову, медленно, внимательно разбирает святые слова, и весь погружен в них, а на устах улыбка.",28
2,russian,"Был канун Рождества Христова, на дворе стояла метель с страшным холодным ветром, но у нашего башмачника тепло.",29
2,russian,Жарко истопленная печь еще не остыла.,30
2,russian,"Поздний уже вечер, а он еще не может оторваться от своей книги--читает начало Евангелия от Луки, где говорится про Рождество Христово, и дошел до этих слов: ""спеленала Его и положила Его в ясли, потому что не было им места в гостинице"".",31
2,russian,Авдеич тут остановился и задумался.,32
2,russian,"""Не было место!",33
2,russian,Не было места!,34
2,russian,"Для Христа-то!""",35
2,russian,"Он посмотрел кругом,--коморка хоть и бедная и тесная, но чисто прибрана, и показалась ему очень приглядной.",36
2,russian,"""Уж еслиб я в то время жил,--нашлось-бы Ему у меня местечко, всю-бы комнату Ему уступил, кабы Он только пришел ко мне!",37
2,russian,"Как-бы я встретил Его, как-бы поклонился Ему!",38
2,russian,"Все-бы готов Ему отдать с радости, что Он меня, сироту, посетил.",39
2,russian,"Да дать-то нечего, вот в чем дело.",40
2,russian,"В Евангелий сказано: волхвы принесли и золото, и ладaн, и смирну, а мне где-же это взять?",41
2,russian,"Пастухи, положим, ничего не принесли, должно быть не успели с собою захватить, а у меня ведь как есть и за душою ничего нет, чем-бы дорогого Гостя приветствовать.",42
2,russian,"Ничего нет, разве только""...и Авдеич, увлеченный своими размышлениями, потянулся к полке на стене, где, обернутые в тонкую бумагу, лежали два крошечные, детские башмачка, искусно сработанные из мягкой, лайковой кожи.",43
2,russian,"""Разве только вот это"", договорил он, ""давнишняя моя работа, за-то хороша,--нечего сказать; берег их на память, долгое время, а уж Ему-бы отдал, сейчас-бы отдал--не пожалел-бы"".",44
2,russian,"Тут старик засмеялся: ну что это я, сума сошел, кажется.",45
2,russian,Этакое небывалое дело пригрезилось мне: что придет ко мне Спаситель и башмачки мои от меня примет.,46
2,russian,Очень нужна Ему моя коморка и моя работа!,47
2,russian,"Он Царь славы""...",48
2,russian,"Раздумывая таким образом, старик углубился в свое ветхое, поношенное кресло и закрыл глаза.",49
2,russian,"На улицах, даже и в глухом переулке, было людно и шумно, каждый спешил туда и сюда, кто из церкви, кто с покупками, кто к родным на елку, а дядя Мартын не трогался с места--задремал, должно быть, старик.",50
2,russian,"""Мартын!""",51
2,russian,"послышался вдруг около него мягкий, тихий голос.",52
2,russian,"""Кто тут?""",53
2,russian,"вскричал, с просонок, башмачник; взглянул на дверь--никого!",54
2,russian,"""Мартын, ты желал видеть Господа"", продолжал голос, ""Он исполнит твое желание: завтра, целый день, смотри на улицу, и постарайся узнать Его, потому что Он сам тебе не откроется.""",55
2,russian,"Голос замолк, Мартын, в трепетном удивлении, потирал глаза.",56
2,russian,"Лампа догорела и погасла, в комнате было темно.",57
2,russian,"""Спаситель обещал пройти мимо моего окошка"", повторял он, ""не сон-ли это!",58
2,russian,"Ну, пускай, сон, а я все таки буду ждать: все глаза высмотрю.",59
2,russian,"Никогда я Его не видал, а все таки может-быть и узнаю"".",60
2,russian,"Чем свет поднялся Авдеич, на следующее утро, истопил печку, помолился Богу, напился чаю, прибрал комнату а сам все в окошко поглядывает, поджидая первых лучей солнца и ранних прохожих.",61
2,russian,"Вот рассвело и показался на улице Степаныч, старый престарый дворник, т.е. не дворник он собственно,--этим званием его никто не величал,-прост увечный, ни ничто почти неспособный человек, который только и мог сгребать снег или подметать улицу перед домом, да и то с грехом пополам.",62
2,russian,"Пять или шесть небогатых домовладельцев, сложившись между собою, отвели ему за этот посильный труд конуру для жилья и платили ничтожное вознаграждение едва достаточное, чтобы не умереть ему с голоду с хворой женой.",63
2,russian,"Милостыне просить Степаныч однако, не решался, за что нередко получал выговор от жены; но старик был тихого нрава и на эти выговоры не обижался.",64
2,russian,Авдеич почти и не взглянул на него; до того-ли ему было!,65
2,russian,"А на дворе становится, ух, как холодно, так и пробирает до костей крепкий мороз.",66
2,russian,"Степаныч сначала было усердно принялся сгребать снег, которого много навалило за ночь, но не в терпение стало, должно-быть; положил лопату и начал размахивать руками и ногами топать, чтоб согреться.",67
2,russian,"""Бедняга, ишь, как его пробирает!""",68
2,russian,"сказал сам себе Авдеич, ""замерзнет совсем на стуже, и жилье-то, поди-ка не топленое.",69
2,russian,"Напоить его, разве, тайком..."" он постучал в стекло.",70
2,russian,Степаныч обернулся и подошел к окну.,71
2,russian,Авдеич поманил его рудом и пошел отворить дверь.,72
2,russian,"""Войди погреться,"" сказал он ласково старику, ""здесь тепленькое слава богу"".",73
2,russian,"""Спасибо, сосед, прозяб--нечего сказать,"" проговорил Степаныч.",74
2,russian,"""А чайку стаканчик--выпьешь?""",75
2,russian,"""Спаси тебя Господи, как не выпить чайку, уж забыл, когда и пивал-то.""",76
2,russian,"""Башмачник усадил гостя, налил ему стакан чаю, отрезал ломоть хлеба, а сам воротился к окну и стал пристально смотреть то в ту, то в другую сторону улицы--не идет ли кто.",77
2,russian,"""Наливай себе, Степаныч, второй стакан,"" сказал он, не оборачиваясь.",78
2,russian,"""Кого-это ты все выглядываешь, Мартын Авдеич?""",79
2,russian,спросил тот.,80
2,russian,"""Да вот жду Господа,"" отвечал дядя Мартын, ""обещался мимо моих окон пройти сегодня, и все и поджидаю,--как-бы не пропустить Его, Господа, Иисуса Христа...ведь ты знаешь Его?""",81
2,russian,"""Как не знать; грамоте хоть не знаю, а слышал про Него, что Он Спаситель наш, и сердцем Его часто поминаю.""",82
2,russian,"Авдеич задело это за живое и он стал рассказывать своему гостю то и другое, что читал в Евангелии про Спасителя, рассказал ему то, что читал накануне; говорит, а сам нет-нет, да и оборачивается к окошку.",83
2,russian,"""Так ты Его все поджидаешь?""",84
2,russian,"сказал наконец Степаныч, ""ну, уж, дождешься-ли--не знаю.",85
2,russian,"А за то мне ты Его, своими рассказами, точно живого показал.",86
2,russian,Будто и стоит Он тут близко и говорит со мною.,87
2,russian,"Спасибо тебе, Мартын Авдеич, угостил ты меня, ради праздника Господа: и душу и тело наделил.",88
2,russian,"Будет времячко, не взыщи, если опять приду послушать, Господь тебе отдаст за это.""",89
2,russian,"""Милости просим, милости просим,"" отвечал дядя Мартын.",90
2,russian,"Степаныч ушел, а башмачник опять прижал лицо к стеклу.",91
2,russian,"Вот, мимо окошка, проходят шатающиеся фигуры, должно быт прямо из трактира; так и перебрасывает их с одной стороны улицы на другую, проходят разнощики с лотками, булочник с корзиной--все это не новость, и дядя Мартын мало обращает на это внимание.",92
2,russian,"Но вдруг, взор его остановился на молодой женщине, в лохмотьях, с ребенком на руках.",93
2,russian,"Она была такая бледная, худая и на вид голодная, что у старика защемило сердце.",94
2,russian,"Авдеич распахнул дверь своей коморки, стал на пороге и кликнул, ""ей, голубушка!""",95
2,russian,"Женщина услыхала и обернулась, удивленная.",96
2,russian,"Подойди, подойди сюда, ты должно-быть нездорова, красавица!""",97
2,russian,"""Красавица"" было одно из любимых слов дяди Мартына; он употреблял его, говоря и с толстой рыночной торговкой, и со старой соседкой-прачкой, и со всеми женщинами, без исключения,--будь они молодые, старые, богатые или бедные.",98
2,russian,"""Да, я не здорова"", отвечала молодая женщина, ""пыталась попасть в больницу с ребенком, да там не приняли; муж в солдатах, обещался придти, а вот уж 4-й месяц жду не дождусь.",99
2,russian,"Не знаю теперь, что и делать!""",100
2,russian,Она заплакала и ребенок за нею.,101
2,russian,"""Бедная, бедная"", сказал растроганный старик, ""войди хоть ко мне, покуда.",102
2,russian,"Кусочек хлеба съешь, да погреешься, ребенку молочка достанем"".",103
2,russian,"Вошли в комнату, и Авдеич принялся угощать новых гостей.",104
2,russian,"""Ты, красавица, покушай"", сказал он, поставив перед нею все свои припасы, ""а мне покуда младенца передай,--ведь у меня свои дети были--умею с ними нянчиться.",105
2,russian,"Славный мальчишка, право, а ножки-то у него совсем голые--как-же это так?""",106
2,russian,"""Обуть не во что"", ответчала со вздохом мать.",107
2,russian,"""Постой, постой, у меня найдутся башмачки--как раз будут ему впору"".",108
2,russian,"И старик достал с полки те самые башмачки, завернутые в тонкую бумагу, которыми он любовался накануне, и надел их ребенку.",109
2,russian,"Они пришлись ему, действительно, как раз по ноге-точно на него и сшиты.",110
2,russian,"Дядя Мартын подавил однако-же вздох, расставаясь со своим сокровищем, с тем, что он сработал самого лучшего в жизни.",111
2,russian,"""Полно"", сказал он сам себе, мне ведь они не нужны, пусть лучше носить их дитя--Христос с ним"".",112
2,russian,"Молодая женщина отогрелась, напоила ребенка, а дядя Мартын опять вернулся к окну и так упорно смотрел на улицу, что это поразило его гость.",113
2,russian,"""Что это вы там все смотрите?""",114
2,russian,спросила она.,115
2,russian,"""Я жду моего Господа"", отвечал башмачник.",116
2,russian,"Женщина, казалось, не поняла или расслышала ответа.",117
2,russian,"""Ты ведь знаешь Господа, Иисуса Христа?""",118
2,russian,продолжал старик.,119
2,russian,"""Знаю"", отвечала она, ""я еще, маленькая в школе была, мне подарили Евангелие и я, как выберется свободная минутка, все его читала.",120
2,russian,"Ни до какой другой книжки, бывало, и охоты нет.",121
2,russian,"Многое про Иисуса Христа затвердила я даже на память"".",122
