story,lang,sentences,grain_size,index
1,english,"""Give me, O shramana, the explanation,"" said the jeweller, ""and I shall thereby be better able to follow your advice.""",1,47
1,english,"The shramana said: 'Listen then, I will give you the key to the mystery.",1,48
1,english,"If you do not understand it, have faith in what I say.",1,49
1,english,"Self is an illusion, and he whose mind is bent upon following self, follows an ignis fatuus which leads him into the quagmire of sin.",1,50
1,english,"The illusion of self is the veil of Maya that blinds your eyes and prevents you from recognising the close relations that obtain between yourself and your fellows, and from tracing the identity of your self in the souls of other beings.",1,51
1,english,Ignorance is the source of sin.,1,52
1,english,There are few who know the truth.,1,53
1,english,Let this motto be your talisman: 'He who hurts others injures himself.,1,54
1,english,He who helps others advances his own interests.,1,55
1,english,Let the delusion of self disappear from your mind.,1,56
1,english,And you will naturally walk in the path of truth.',1,57
1,english,"""To him whose vision is dimmed by the veil of Maya, the spiritual world appears to be cut up into innumerable selves.",1,58
1,english,"Thus he will be puzzled in many ways concerning the transmigration of soul-life, and will be incapable of understanding the import of an all-comprehensive kindness toward all living beings.""",1,59
1,english,"The jeweller replied: 'Your words, O venerable sir, have a deep significance and I shall bear them in mind.",1,60
1,english,"I extended a small kindness which caused me no expense whatever to a poor shramana on my way to Varanasi, and lo!",1,61
1,english,how propitious has been the result!,1,62
1,english,"I am deeply in your debt, for without you I should not only have lost my purse, but would have been prevented from doing business in Varanasi which greatly increased my wealth, while if it had been left undone it might have reduced me to a state of wretched poverty.",1,63
1,english,"In addition, your thoughtfulness and the arrival of the farmer's rice-cart preserved the prosperity of my friend Mallika, the banker.",1,64
1,english,"If all men saw the truth of your maxims, how much better the world would be, how greatly evils would be lessened, and public welfare enhanced!",1,65
1,english,"As I am anxious to let the truth of buddha be understood, I shall found a vihara at my native place, Kaushambi, and invite you to visit me so that I may dedicate the place to the brotherhood of Buddha's disciples.""",1,66
1,english,Years passed on and Pandu's vihara at Kaushambi became a place in which wise shramanas used ta stay and it was renowned as a centre of enlightenment for the people of the town.,1,67
1,english,"At that time the king of a neighboring country had heard of the beauty of Pandu's jewelry, and he sent his treasurer to order a royal diadem wrought in pure gold and set with the most precious stones of India.",1,68
1,english,"When Pandu had finished the work, he started for the residence of the king, and as he expected to transact other profitable business, took with him a great store of gold pieces.",1,69
1,english,"The caravan carrying his goods was protected by a strong escort of armed men, but when they reached the mountains they were attacked by a band of robbers lead by Mahaduta, who beat them and took away all the jewelry and the gold, and Pandu escaped with great difficulty.",1,70
1,english,"This misfortune was a blow to Pandu's prosperity, and as he suffered some other severe losses, his wealth was much reduced.",1,71
1,english,"Pandu was much distressed, but he bore his misfortunes without complaint, thinking to himself: ""I have deserved these losses for the sins committed in my past existence.",1,72
1,english,"In my younger years I was very hard on other people; when I now reap the harvest of my evil deeds I have no cause for complaint.""",1,73
1,english,"As he had grown in kindliness toward all beings, his misfortunes only served to purify his heart; and his chief regret, when thinking of his reduced means, was that he had become unable to do good and to help his friends in the vihara to spread the truths of religion.",1,74
1,english,"Again years passed on and it happened that Panthaka, a young shramana and a disciple of Narada, was travelling through the mountains of Kaushambi, and he fell among the robbers in the mountains.",1,75
1,english,"As he had nothing in his possession, the robber-chief beat him severely and let him go.",1,76
1,english,"On the next morning Panthaka, while pursuing his way through the woods, heard a noise as of quarrelling and fighting men, and going to the place he saw a number of robbers, all of them in a great rage, and in their midst stood Mahaduta, their chief; and the chief was desperately fighting them, like a lion surrounded by hounds, and he slew several of his aggressors with formidable blows, but there were too many against one!",1,77
1,english,"At last he succumbed and fell to the ground as if dead, covered with fatal wounds.",1,78
1,english,"As soon as the robbers had left the place the young shramana approached to see whether he could be of any assistance to the wounded men, He found that all the robbers were dead, and there was only a little life left in the chief, He at once went down to the little brooklet which was murmoring near by, fetched fresh water in his bowl and brought it to the dying man.",1,79
1,english,"Mahaduta opened his eyes and, gnashing his teeth, said: ""Where are those ungrateful dogs whom I have led to victory and success?",1,80
1,english,"Without me as their chief they will soon perish like jackals hunted down by skillful hunters.""",1,81
1,english,"""Do not think of your comrades, the companions of your sinful life,"" said Panthaka, ""but think of your soul and accept in the last moment the chance of salvation that is offered you.",1,82
1,english,"Here is water to drink, and let me dress your wounds; perhaps I may save your life.""",1,83
1,english,"""Alas!",1,84
1,english,"alas!""",1,85
1,english,"replied Mahaduta, ""are you not the man whom I beat but yesterday and now you come to my assistance, to assuage my pain?",1,86
1,english,"You bring me fresh water to quench my thirst, and try to save my life!",1,87
1,english,"It is useless, honorable sir, I am a doomed man.",1,88
1,english,The churls have wounded me unto death the ungrateful cowards!,1,89
1,english,"They have dealt me the blows which I taught them.""",1,90
1,english,"""You reap what you have sown;"" continued the shramana, ""had you taught your comrades acts of kindness, you would have received from them acts of kindness, but having taught them the lesson of slaughter, it is but your own deed that you are slain by their hands.""",1,91
1,english,"""True, very true,"" said the robber chief, my fate is well deserved; but how sad is my lot, that I must reap the full harvest of all my evil deeds in future existences!",1,92
1,english,"Advise me, O holy sir, what I can do to lighten the sins of my life which oppress me like a great rock placed upon my breast, taking away the breath of my lungs.""",1,93
1,english,"Said Panthaka: ""Root out your sinful desires; destroy all evil passions, and fill your soul with kindness toward all your fellow beings.""",1,94
1,english,"The robber chief said: ""I have done much evil and no good.",1,95
1,english,How can I extricate myself from the net of sorrow which I have woven out of the evil desires of my own heart?,1,96
1,english,"My Karma will lead me to hell and I shall never be able to walk on the path of salvation.""",1,97
1,english,"Said the shramana: ""Indeed your Karma will in its future incarnations reap the seeds of evil that you have sown.",1,98
1,english,There is no escape for an evil doer from the consequences of his own actions.,1,99
1,english,But there is no cause for despair.,1,100
1,english,The man who is converted and has rooted out the illusion of self with all its lusts and sinful desires will be a source of blessing to himself and others.,1,101
1,english,As an illustration I will tell you the story of the great robber Kandata who died without repentance and was reborn as a demon in hell where he suffered for his evil deeds the most terrible agonies and pains.,1,102
1,english,He had been in hell several kalpas and was unable to rise out of his wretched condition when Buddha appeared upon earth and attained to the blessed state of enlightenment.,1,103
1,english,"At that memorable moment a ray of light fell dawn into hell quickening all the demons with fear and hope, and the robber Kandata cried aloud: 'O blessed Buddha, have mercy upon me!",1,104
1,english,"I suffer greatly and although I have done evil, I am anxious to walk in the noble path of righteousness.",1,105
1,english,But I cannot extricate myself from the net of sorrow.,1,106
1,english,"Help me, O Lord; have mercy on me!'",1,107
1,english,"Now it is, the law of Karma that evil deeds lead to destruction, for absolute evil is so bad that it cannot exist.",1,108
1,english,Absolute evil involves impossibility of existence.,1,109
1,english,But good deeds lead to life.,1,110
1,english,"Thus there is a final end of every decd that is done, but there is no end in the development of good deeds.",1,111
1,english,"The least act of goodness bears fruits containing new seeds of goodness and they continue to grow, they nourish the soul in its weary transmigrations until it reaches the final deliverance from all evil in Nirvana.",1,112
1,english,"When Buddha, the Lord, heard the prayer of the demon suffering in hell, he sent down a spider on a cobweb and the spider said: 'Take hold of the web and climb up.'",1,113
1,english,"When the spider had again disappeared out of sight, Kandata made great efforts to climb up and he succeeded.",1,114
1,english,"The web was so strong that it held, and he ascended higher and higher.",1,115
1,english,"Suddenly he felt the thread trembling and shaking, for behind him other fellow sufferers of his were beginning to climb up.",1,116
1,english,Kandata became frightened.,1,117
1,english,"He saw the thinness of the web, and observed that it was elastic, for under the increased weight it stretched out; yet it still seemed strong enough to carry him.",1,118
1,english,"Kandata had heretofore only looked up; he now looked down and saw following close upon his heels, also climbing up on the cobweb a numberless mob of the denizens of hell.",1,119
1,english,"How can this thin thread bear the weight of all, he thought to himself, and seized with fear he shouted loudly: 'Let go the cobweb.",1,120
1,english,It is mine!',1,121
1,english,At once the cobweb broke and Kandata fell back into hell.,1,122
1,english,The illusion of self was still upon Kandata.,1,123
1,english,He did not know the miraculous power of a sincere longing to rise upwards and enter the noble path of righteousness.,1,124
1,english,"It is thin like a cobweb but it will carry millions of people, and the more there are that climb it, the easier will be the efforts of every one of them.",1,125
1,english,"But as soon as in a man's heart the idea arises; 'This is mine; let the bliss of righteousness be mine alone and let no one else partake of it,' the thread breaks, and you fall back into your old condition of selfhood, for selfhood is damnation and truth is bliss.",1,126
1,english,What is hell?,1,127
1,english,"It is nothing but egotism, and Nirvana is a life of righteousness.""",1,128
1,english,"""Let me take hold of a spiderweb,"" said the dying robber chief, when the shramana had finished his story, ""and I shall pull myself up out of the depth of hell.""",1,129
1,english,Mahaduta lay for a while quiet to collect his thoughts.,1,130
1,english,"Then he continued: ""Listen, honorable sir, I will make a confession: I was the servant of Pandu, the jeweller of Kaushambi, but when he unjustly had me tortured I ran away and became a chief of robbers. heard through my spies that he was passing through the mountains I succeeded in robbing him of a great part of his wealth.",1,131
1,english,"Will you now go to him and tell him that I have forgiven him from the bottom of my heart the injury which he has unjustly inflicted upon me, and ask him, too, to pardon me for having robbed him.",1,132
1,english,"While I stayed with him his heart was as hard as stone, and I learned to imitate the selfishness of his character.",1,133
1,english,I have heard that he has become benevolent and is now pointed out as an example of goodness and justice.,1,134
1,english,I do not wish to remain in his debt.,1,135
1,english,"Therefore inform him that I have kept the gold crown, which he wrought for the king, and all his treasures, and have hidden them in a cave near by.",1,136
1,english,"There were only two of the robbers under my command who knew of it, and both are now dead.",1,137
1,english,"Let Pandu take a number of armed men and come to the place and take back the property of which I have deprived him.""",1,138
1,english,Then Mahaduta described the situation of the cave and died in the arms of Panthaka.,1,139
1,english,"As soon as Panthaka, the young shramana, had reached Kaushambi, he went to the jeweller and gave him a full account of his recent adventure in the forest.",1,140
1,english,"And Pandu went with an escort of armed men and secured the treasures which the robber-chief had concealed in the cave; and they buried the robber-chief and his slain comrades with all honors, and Panthaka spoke at the grave, discoursing on the words of Buddha: ""By one's self evil is done; by one's self one suffers.",1,141
1,english,By one's self evil is left undone; by one's self one is purified.,1,142
1,english,Purity and impurity belong to one's self; no one can purify another.,1,143
1,english,You yourself must make an effort.,1,144
1,english,"The Buddhas are only preachers.""",1,145
1,english,"""Our karma,"" the shramana said, ""is not the work of Ishvara, or Brahma, or Indra, or of any one of the gods.",1,146
1,english,Our karma is the product of our own actions.,1,147
1,english,My action is the womb that bears me; it is the inheritance which devolves upon me ; it is the curse of my misdeeds and the blessing of my righteousness.,1,148
1,english,"My action is the resource by which alone I can work out my salvation.""",1,149
1,english,"Pandu carried all his treasures back to Kaushambi, and, using with discretion the wealth thus unexpectedly regained, he became richer and more powerful than he had ever been before, and when he was dying at an advanced age he had all his sons and daughters and grandchildren gathered round him and said unto them : "" My dear children, do not blame others for your lack of success.",1,150
1,english,Seek the cause of your ills in yourself.,1,151
1,english,"Unless you are blinded by vanity you will find it, and having found it you will see the way out of it.",1,152
1,english,"The remedy of your ills, too, lies in yourself.",1,153
1,english,"Let never your mental eye be covered by the veil of Maya, and remember the words which have proved a talisman in my life: ""He who hurts others injures himself.",1,154
1,english,He who helps others advances his own interests.,1,155
1,english,Let the illusion of self disappear.,1,156
1,english,"And you will naturally walk in the path of truth.""",1,157
2,russian,"Панду, богатый ювелир браминской касты, ехал с своим слугой в Бенарес.",1,1
2,russian,"Догнав по пути монаха почтенного вида, который шел по тому же направлению, он подумал сам с собой: «Этот монах имеет благородный и святой вид.",1,2
2,russian,"Общение с добрыми людьми приносит счастье; если он также идет в Бенарес, я приглашу его ехать со мной в моей колеснице».",1,3
2,russian,"И, поклонившись монаху, он спросил его, куда он идет, и, узнав, что монах, имя которого было Нарада, идет также в Бенарес, он пригласил его в свою колесницу.  — Благодарю вас за вашу доброту, — сказал монах брамину, — я действительно измучен продолжительным путешествием.",1,4
2,russian,"Не имея собственности, я не могу вознаградить вас деньгами, но может случиться, что я буду в состоянии воздать вам каким-либо духовным сокровищем из богатства знания, которое я приобрел, следуя учению Сакия Муни, блаженного великого Будды, учителя человечества.",1,5
2,russian,"Они поехали вместе в колеснице, и Панду дорогою слушал с удовольствием поучительные речи Нарада.",1,6
2,russian,"Проехав один час, они подъехали к месту, где дорога была размыта с обеих сторон и телега земледельца с сломанным колесом загораживала путь.",1,7
2,russian,"Девала, владетель телеги, ехал в Бенарес, чтобы продать свой рис, и торопился поспеть до зари следующего утра.",1,8
2,russian,"Если бы он опоздал днем, покупатели риса могли уже уехать из города, скупив нужное им количество риса.",1,9
2,russian,"Когда ювелир увидал, что он не может продолжать путь, если телега земледельца не будет сдвинута, он рассердился и приказал Магадуте, рабу своему, сдвинуть телегу в сторону, так, чтобы колесница могла проехать.",1,10
2,russian,"Земледелец противился, потому что воз его лежал так близко к обрыву, что мог рассыпаться, если его тронуть, но брамин не хотел слушать земледельца и приказал своему слуге сбросить воз с рисом.",1,11
2,russian,"Магадута, необыкновенно сильный человек, находивший удовольствие в оскорблении людей, повиновался, прежде чем монах мог вступиться, и сбросил воз.",1,12
2,russian,"Когда Панду проехал и хотел продолжать свой путь, монах выскочил из его колесницы и сказал:  — Извините меня, господин, за то, что я покидаю вас.",1,13
2,russian,"Бла-' годарю вас за то, что вы по своей доброте позволили мне проехать один час в вашей колеснице.",1,14
2,russian,"Я был измучен, когда вы посадили меня, но теперь благодаря вашей любезности я отдохнул.",1,15
2,russian,"Признав же в этом земледельце воплощение одного из ваших предков, я не могу ничем лучше вознаградить вас за вашу доброту, как тем, чтобы помочь ему в его несчастье.",1,16
2,russian,"Брамин взглянул с удивлением на монаха.  — Вы говорите, что этот земледелец есть воплощение одного из моих предков; этого не может быть.  —Я знаю, — отвечал монах, — что вам неизвестны те сложные и значительные связи, которые соединяют вас с судьбою этого земледельца.",1,17
2,russian,"Но от слепого нельзя ожидать того, чтобы он видел, и потому я сожалею о том, что вы вредите сами себе, и постараюсь защитить вас от тех ран, которые вы собираетесь нанести себе.",1,18
2,russian,"Богатый купец не привык к тому, чтобы его укоряли; чувствуя же, что слова монаха, хотя и сказанные с большой добротой, содержали в себе язвительный упрек, он приказал слуге своему тотчас же ехать далее.",1,19
2,russian,"Монах поздоровался с Девалой земледельцем и стал помогать ему в починке его телеги и в том, чтобы подобрать рассыпавшийся рис.",1,20
2,russian,"Дело шло быстро, и Девала подумал:  «Этот монах, должно быть, святой человек, — ему как будто помогают невидимые духи.",1,21
2,russian,"Спрошу его, чем я заслужил жестокое со мной обращение гордого брамина».",1,22
2,russian,И он сказал:  . —Почтенный господин!,1,23
2,russian,"не можете ли вы сказать мне, за что я потерпел несправедливость от человека, которому я никогда не сделал ничего худого?",1,24
2,russian,"Монах сказал:  —Любезный друг, вы не потерпели несправедливости, но только потерпели в теперешнем существовании то, что вы совершили над этим брамином в прежней жизни.",1,25
2,russian,"И я не ошибусь, сказавши, что даже и теперь вы бы сделали над брамином то же самое, что он сделал с вами, если бы были на его месте и имели такого же сильного слугу.",1,26
2,russian,"Земледелец признался, что если бы он имел власть, то не раскаялся бы, поступив с другим человеком, загородившим ему дорогу, так же, как брамин поступил с ним.",1,27
2,russian,"Рис был убран в воз, и монах с земледельцем приближались уже к Бенаресу, когда лошадь вдруг шарахнулась в сторону.  —Змея, змея! — воскликнул земледелец.",1,28
2,russian,"Но монах, пристально взглянув на предмет, испугавший лошадь, соскочил с телеги и увидал, что это был кошелек, полный золота.",1,29
2,russian,"«Никто, кроме богатого ювелира, не мог потерять этот кошелек», — подумал он и, взяв кошелек, подал его земледельцу, сказав: —Возьмите этот кошелек и, когда будете в Бенаресе, подъезжайте к гостинице, которую я укажу вам, спросите брамина Панду и отдайте кошелек.",1,30
2,russian,"Он будет извиняться перед вами за грубость своего поступка, но вы скажите ему, что вы простили его и желаете ему успеха во всех его предприятиях, потому что, верьте мне, чем больше будут его успехи, тем лучше это будет для вас.",1,31
2,russian,Ваша судьба во многом зависит от его судьбы.,1,32
2,russian,"Если бы Панду спросил у вас объяснений, то пошлите его в монастырь, где он всегда найдет меня в готовности помочь ему советом, если совет нужен ему.",1,33
2,russian,"Панду между тем приехал в Бенарес и встретил Малмеку, своего торгового приятеля, богатого банкира.  — Я погиб, — сказал Малмека, — и не могу делать никаких 20 дел, если нынче же не куплю воз лучшего риса для царской кухни.",1,34
2,russian,"Есть в Бенаресе мой враг банкир, который, узнав то,, что я сделал условие с царским дворецким о том, что я доставлю ему сегодня утром воз риса, желая погубить меня, скупил весь, рис в Бенаресе.",1,35
2,russian,"Царский дворецкий не освободит меня от условия, и завтра я пропал, если Кришна не пошлет мне ангела с неба.",1,36
2,russian,"В то время как Малмека жаловался на свое несчастье, Панду хватился своего кошелька.",1,37
2,russian,"Обыскав свою колесницу и не найдя его, он заподозрил своего раба Магадуту и призвал полицейских, обвинил его и, велев привязать его, жестоко мучил, чтобы вынудить от него признание.",1,38
2,russian,"Раб кричал, страдая:  — Я невиновен, отпустите меня!",1,39
2,russian,Я не могу переносить этих мук!,1,40
2,russian,Я совершенно невинен в этом преступлении и страдаю теперь за грехи других!,1,41
2,russian,"О, если бы я мог выпросить прощение у того земледельца, которому я сделал зло ради моего хозяина!",1,42
2,russian,"Мучения эти, верно, служат наказанием за мою жестокость.",1,43
2,russian,"В то время как полицейские еще продолжали бить раба, земледелец подъехал к гостинице и к великому удивлению всех подал кошелек.",1,44
2,russian,"Раба тотчас же освободили из рук его мучилтелей, но, будучи недоволен своим хозяином, он убежал от него и присоединился к шайке разбойников, живших в горах.",1,45
2,russian,"Когда же Малмека услыхал, что земледелец может продать самого лучшего рису, годного для царского стола, он тотчас же купил весь воз за тройную цену, а Панду, радуясь в сердце своем возвращению денег, тотчас же поспешил в монастырь, чтобы получить от монаха те объяснения, которые он обещал ему.",1,46
2,russian,"Нарада сказал: — Я бы мог дать вам объяснение, но, зная, что вы неспособны понять духовную истину, я предпочитаю молчание.",1,47
2,russian,"Однако я дам вам общий совет: обращайтесь с каждым человеком, которого вы встретите, так же, как с самим собой, служите ему так же, как вы желали бы, чтобы вам служили.",1,48
2,russian,"Таким образом вы посеете семя добрых дел, и богатая жатва их не минует вас.  — О, монах!",1,49
2,russian,"дайте мне объяснение, — сказал Панду, — и мне легче будет тогда следовать вашему совету.",1,50
2,russian,"И монах сказал:  — Слушайте же, я дам вам ключ к тайне: если вы и не поймете ее, верьте тому, что я скажу вам.",1,51
2,russian,"Считать себя отдельным существом есть обман, и тот, кто направляет свой ум на то, чтобы исполнять волю этого отдельного существа, следует за ложным светом, который приведет его в бездну греха.",1,52
2,russian,"То, что мы считаем себя отдельными существами, происходит оттого, что покрывало Майи ослепляет наши глаза и мешает нам видеть неразрывную связь с нашими ближними, мешает нам проследить наше единство с душами других существ.",1,53
2,russian,Немногие знают эту истину.,1,54
2,russian,"Пусть следующие слова будут вашим талисманом:  «Тот, кто вредит другим, делает зло себе.",1,55
2,russian,"Тот, кто помогает другим, делает добро себе.",1,56
2,russian,Перестаньте считать себя отдельным существом — и вы вступите на путь истины.,1,57
2,russian,"Для того, чье зрение омрачено покрывалом Майи, весь мир кажется разрезанным на бесчисленные личности.",1,58
2,russian,"И такой человек не может понимать значения всеобъемлющей любви ко всему живому»  Панду отвечал:  — Ваши слова, почтенный господин, имеют глубокое значение, и я запомню их.",1,59
2,russian,"Я сделал небольшое добро, которое мне ничего не стоило, для бедного монаха во время моей поездки в Бенарес, и вот как благодетельны оказались его последствия.",1,60
2,russian,"Я много обязан вам, потому что без вас я не только потерял бы •свой кошелек, но не мог бы делать в Бенаресе тех торговых дел, которые значительно увеличили мое состояние.",1,61
2,russian,"Кроме того, ваша заботливость и прибытие воза риса содействовали благосостоянию моего друга Малмеки.",1,62
2,russian,"Если бы все люди познали истину ваших правил, насколько лучше бы был наш мир, как уменьшилось бы зло в нем и возвысилось общее благосостояние!",1,63
2,russian,"Я желал бы, чтобы истина Будды была понята всеми, и потому я хочу основать монастырь в моей родине Колшамби и приглашаю вас посетить меня с тем, чтобы я мог посвятить это место для братства учеников Будды.",1,64
2,russian,"Прошли годы, и основанный Панду монастырь Колшамби сделался местом собрания мудрых монахов и стал известным как центр просвещения для народа.",1,65
2,russian,"В это время соседний царь, услыхав о красоте драгоценных украшений, приготовляемых Панду, послал к нему своего казначея, чтобы заказать корону чистого золота, украшенную самыми драгоценными камнями Индии.",1,66
2,russian,"Kогда Панду окончил эту работу, он поехал в столицу царя и, надеясь делать там торговые дела, взял с собой большой запас золота.",1,67
2,russian,"Караван, везший его драгоценности, был охраняем вооруженными людьми, но когда он достиг гор, то разбойники, с Магадутой, ставшим атаманом их, во главе, напади на него, побили охрану и захватили все драгоценные камни и золото.",1,68
2,russian,Сам Панду едва спасся.,1,69
2,russian,Это несчастие было большим ударом для благосостояния Панду: богатство его значительно уменьшилось.,1,70
2,russian,"Панду был очень огорчен, но переносил свои несчастия без ропота; он думал: «Я заслужил эти потери грехами, совершенными мною в моей прежней жизни.",1,71
2,russian,"Я в молодости был жесток с народом; и если я теперь пожинаю плоды своих дурных дел, то мне нельзя жаловаться».",1,72
2,russian,"Так как он стал много добрее ко всем существам, то несчастья его послужили только к очищению его сердца.",1,73
2,russian,"Опять прошли годы, и случилось, что Пантака, молодой монах и ученик Нарады, путешествуя в горах Колшамби, попал в руки разбойников.",1,74
2,russian,"Так как у него не было никакой собственности, атаман разбойников крепко избил его и отпустил.",1,75
2,russian,"На следующее утро Пантака, идя через лес, услыхал шум битвы и, придя на этот шум, увидал много разбойников, которые с бешенством нападали на своего атамана Магадуту.",1,76
2,russian,"Магадута, как лев, окруженный собаками, отбивался от них и убил многих из нападавших.",1,77
2,russian,"Но врагов его было слишком много, и под конец он был побежден и упал на землю замертво, покрытый ранами.",1,78
2,russian,"Как только разбойники ушли, молодой монах подошел к лежавшим, желая подать помощь раненым.",1,79
