story,lang,sentences,grain_size,index
1,french,Voulez—vous accepter une tasse de café ?,1,87
1,french,"dit le père Martin. — Ah par exemple, voilà un brave homme!",1,88
1,french,"Avec plaisir, pardi.",1,89
1,french,Vaut mieux tard que jamais pour faire son petit réveillon.,1,90
1,french,"Le cordonnier servit son hôte à la hâte, et s’empressa de retourner vers sa fenêtre et de sonder la rue et la place de tous côtés, pour voir s'il n’était passé personne. —Qu'est-ce que vous avez donc à regarder dehors?",1,91
1,french,"lui dit enfin le cordonnier. —J'attends mon Maître, répondit Martin. — Votre maître?",1,92
1,french,vous travaillez donc en magasin?,1,93
1,french,La belle heure pour un patron de venir voir ses ouvriers!,1,94
1,french,"D'abord c'est fête pour vous aujourd'hui! — C'est d’un autre maître que je parle, reprit le vieux cordonnier. —Ah! — Un maître qui peut venir à toute heure, et qui m’a promis de venir aujourd’hui.",1,95
1,french,"Vous ne savez pas son nom, c’est Jésus. —J'en ai entendu parler, mais je ne le connais pas.",1,96
1,french,Où demeure-t-il?,1,97
1,french,"Le père Martin se mit alors en quelques mots, à raconter au balayeur de rues l'histoire qu'il avait lue la veille, en y ajoutant quelques détails.",1,98
1,french,Il se tournait vers la fenêtre tout en parlant. —Et c'est lui que vous attendez?,1,99
1,french,dit enfin le cantonnier quand il sut de qui il s'agissait.,1,100
1,french,M’est avis que vous ne le verrez pas comme vous le croyez.,1,101
1,french,"Mais c’est égal, vous me l'aurez fait voir, à moi.",1,102
1,french,"Vous me prêterez votre livre, Monsieur... — Martin, dit le cordonnier. —Monsieur Martin, et je vous garantis que vous n’aurez pas perdu votre temps ce matin, quoiqu’il fasse à peine jour.",1,103
1,french,Merci et au revoir!,1,104
1,french,"Et le cantonnier s‘éloigna, laissant le pore Martin seul de nouveau, le front collé contre la vitre.",1,105
1,french,IV.,1,106
1,french,"Quelques ivrognes attardés passèrent, mais le vieux cordonnier ne les regarda seulement pas.",1,107
1,french,"Puis arrivèrent les marchandes, avec leurs petites charrettes.",1,108
1,french,Il les connaissait trop bien pour faire grande attention à elles.,1,109
1,french,"Mais au bout d’une heure ou deux, ses regards furent attirés par une jeune femme, misérablement vêtue, portant un enfant dans ses bras.",1,110
1,french,"Elle était si pale, si décharnée que le coeur du vieillard s’émut.",1,111
1,french,Peut-être cela le fit-il penser à sa fille.,1,112
1,french,"Il ouvrit sa porte, et l'appela: — Eh!",1,113
1,french,dites donc!,1,114
1,french,"La pauvre femme entendit cet appel, et se retourna, surprise.",1,115
1,french,"Elle vit le père Martin qui lui faisait signe d’approcher. — Vous n’avez pas l'air bien portant, my belle (Ma belle est la locution la plus fréquemment employée dans le vieux Marseille.",1,116
1,french,"Elle s'applique indistinctement aux poissardes de la halle Vivaux, aux laveuses du lavoir public, et à toutes les femmes, jeunes ou vielles, riches ou pauvres, qui ont affaire dans ces quartiers-là.",1,117
1,french,"Quoi qu'on en dise, le marseillais dit beaucoup plus: ma belle que mon bon.) --Je vais à l'hôpital, répondit la jeune femme.",1,118
1,french,"J'espère bien qu'on m’y recevra, avec mon enfant.",1,119
1,french,"Mon mari est sur mer, et voila trois mois que je l'attends. — Comme j'attends mon fils, pensa le cordonnier. — Il ne revient pas, et cependant je n'ai plus le son et je suis malade.",1,120
1,french,Il faut bien que j'aille à l'hôpital! — Pauvre femme!,1,121
1,french,dit le vieillard attendri.,1,122
1,french,Vous mangerez bien un morceau de pain en vous réchauffant.,1,123
1,french,Non?,1,124
1,french,Au moins une tasse de lait pour le petit.,1,125
1,french,"Tenez, voilà justement le mien, que je n'ai pas encore touché.",1,126
1,french,"Chauffez-vous, et laissez—moi le marmot.",1,127
1,french,"J’en ai eu moi, dans le temps; je sais comment ça se manipule.",1,128
1,french,"Il a une crâne mine, le vôtre.",1,129
1,french,Quoi!,1,130
1,french,"Vous ne lui avez point mis de souliers! — Je n'en ai point, soupira la pauvre femme. — Attendez donc.",1,131
1,french,"J'en ai une paire, là, qui va faire l'affaire.",1,132
1,french,"Et le vieil ouvrier, au milieu des protestations el des remerciments de la mère, alla chercher les souliers qu'il avait regardés la veille, et les mit aux petits pieds de l'enfant.",1,133
1,french,Ils lui allaient admirablement.,1,134
1,french,"Matin étouffa un soupir cependant, en se séparant de son chef-d'oeuvre, ce qu'il avait fait de mieux en sa vie. — Bah!",1,135
1,french,se dit-il.,1,136
1,french,"Je n’en ai plus besoin pour personne, maintenant.",1,137
1,french,Et il revint auprès de la fenêtre.,1,138
1,french,Il se remit à regarder d'une façon si anxieuse que la jeune femme en fut surprise. — Qu'est-ce que vous regardez là?,1,139
1,french,"demanda-t-elle. -J'attends mon Maître, répondit Martin.",1,140
1,french,"La jeune femme ne comprit pas, ou ne soucia pas de comprendre.  -Connaissez-vous le Seigneur Jésus?",1,141
1,french,"lui demanda-t-il. -Certainement, répondit-elle en faisant le signe de la croix.",1,142
1,french,"Il n'y a pas si longtemps que j'ai appris mon catéchisme.  —C'est lui que j'attends, reprit le vieillard. -Et vous croyez qu'il va passer par là? -Il me l'a dit. -Pas possible!",1,143
1,french,Oh!,1,144
1,french,"Que j'aimerais rester avec vous, pour le voir, moi aussi, si c'est vrai...mais vous devez vous tromper.",1,145
1,french,"Et puis, il faut que je m'en aille, pour être reçue à l'hôpital. -Savez-vous lire?",1,146
1,french,"dit le cordonnier. -Oui. -Eh bien, prenez ce petit livre, reprit-il en lui mettant dans les mains un fragment de l'Evangile.",1,147
1,french,"Lisez-le attentivement, et ce ne sera pas tout-à-fait comme si vous le voyiez, mais ce sera presque la même chose, et peut-être le verrez-vous plus tard.",1,148
1,french,"La jeune femme prit le livre d'un air de doute, s'éloigna en disant merci, et le vieillard reprit son poste auprès de la fenêtre.",1,149
1,french,V.,1,150
1,french,"Les heures succédaient aux heures, les passants aux passants.",1,151
1,french,"Le petit poêle ronflait toujours, et Martin, dans son fauteuil, regardait encore dans la rue.",1,152
1,french,Le Maître ne paraissait pas.,1,153
1,french,"Il avait bien vu passer un jeune prêtre, aux cheveux blond, aux yeux bleus, justement comme on représente le Christ dans les tableaux d'église Mais en passant tout prés de son échoppe, le prêtre avait murmuré: Mea culpa.",1,154
1,french,"Evidemment, le Christ se serait point accusé lui-même, Ce ne pouvait être lui.",1,155
1,french,"Les jeunes gens, les vieillards, les marins, les ouvriers, les courtisanes, les ménagères, les grandes dames, tout ce monde passa devant lui.",1,156
1,french,Bien des mendiants aussi supplièrent le brave homme; son bon regard semblait leur promettre quelquechose.,1,157
1,french,Ils ne furent pas déçus.,1,158
1,french,"Cependant, le Maître ne paraissait pas.",1,159
1,french,"Ses yeux étaient fatigués, son coeur commençait à défaillir.",1,160
1,french,Les jours passent vite en décembre.,1,161
1,french,"Déjà l'ombre s'allongeait sur la place, déjà l'allumeur de réverbères paraissait au loin, déjà les fenêtres d'en face commençaient à briller joyeusement, et le fumet de la dinde rôtie, LE METS traditionnel des Marseillais, s’élevait de toutes les cuisines.",1,162
1,french,Et le Maître ne paraissait pas.,1,163
1,french,"Enfin, la nuit vint, accompagnée de brouillard.",1,164
1,french,"Il était désormais inutile de se tenir près de la fenêtre; les Passants, devenus rares, s‘éloignaient dans la brame sans qu'on put les dévisager.",1,165
1,french,Le vieillard se rapprocha tristement de son poêle et se mit à préparer son modeste souper.,1,166
1,french,"_— C'était un rêve, murmura-t-il.",1,167
1,french,"Pourtant, je l'avais bien espéré.",1,168
1,french,"Son repas achevé, il ouvrit son livre, et voulut se mettre à lire.",1,169
1,french,Mais sa tristesse l'en empêcha. -Il n'est pas venu!,1,170
1,french,Répétait-il sans cesse.,1,171
1,french,"Tout à coup, la chambre sembla s'emplir de monde.",1,172
1,french,"Le balayeur de rues était là, la jeune femme avec son enfant était là, et chacun d'eux lui disait: -Ne m'as-tu pas vu?",1,173
1,french,"Derrière eux venaient les mendiants à qui il avait fait l'aumône, les voisins à qui il avait dit une bonne parole, les enfants à qui il avait adressé un bon sourire, et chacun lui disait à son tour: -Ne m'as-tu pas vu? -Mais qui êtes-vous donc?",1,174
1,french,cria le cordonnier à tous ces fantômes.,1,175
1,french,"Alors le petit enfant aux bras de la jeune femme, se pencha vers ce livre du vieillard, et de son doigt rose lui montra ce passage, à l'endroit même où il l'avait ouvert: « Quiconque reçoit un de ces petits me reçoit...",1,176
1,french,"« J'ai eu faim et vous m'avez donné à manger, j'ai eu soif et vous m'avez donné à boire, j'étais étranger et vous m’avez recueilli...",1,177
1,french,"Car en tant que vous avez fait ces choses à l'un de ces petits, vous me les avez faites à moi-même.»",1,178
2,rus,"ДЯДЯ МАРТЫН Знавали-ли вы дядю Мартина, старого башмачника, больше известного под названим Авдеича.",1,1
2,rus,"Жил он в подвальном этаже старого, каменного дома, в одомашнения из глухих переулок большого города.",1,2
2,rus,"Коморка, служившая ему спальней, мастерской и кухней, выглядывала, впрочем, на улице, так что он мог свободно наблюдать за прохожими, главное, изучать их обувь, что особенно занимало старика; да только та беда, что прохожих было очень мало.",1,3
2,rus,"На бедность дядя Мартын не жаловался, концы с концами сводил.",1,4
2,rus,"Еще-бы: квартал был хоть и беден, а все таки каждая пара башмаков, в околотке, перебывала хоть по три раза в руках Авдеича, для починки, и всякий раз, хоть несколько копеек с собой приносила.",1,5
2,rus,"Было время, когда Авдеич был важный сапожник, работал всякую щегольскую обувь, но старость пришла, зрение стало слабеть, и теперь уж он доволен и тем, что может так искусно и прочно накладывать заплаты к чужому труду.",1,6
2,rus,Зато заказчиков было сколько угодно и все его работу хвалили.,1,7
2,rus,"Из ближайшего народного училища ему то и дело носили истоптанные, детские сапоги; кухарки, рыночные торговки, ни за что к другому башмачнику не пойдут.",1,8
2,rus,"""Уж нечего говорить, мастер на свое дело"", твердили он, ""его подовшы не скоро изобешь, и по шву ни зачто не распорется, как и других, бессовестных, и гвоздь в ногу не вопьется.""",1,9
2,rus,"А Авдеич, кажется, наизусть знал каждый башмак, во всей окрестности, и прилагал все свое старание к тому, чтобы этот башмак прожил как можно дольше.",1,10
2,rus,"Дядя Мартын всегда был набожный, любил ходить в церковь и особенно внимательно и благоговейно вслушивался в чтение Евангелия.",1,11
2,rus,"Но, с некоторого времени, душу его как-то особенно потянуло к всему небесному, и вот как оно случилось.",1,12
2,rus,"Давно уже схоронил он жену, но она оставила ему после себя сокровище,--трехлетнюю малютку, которая, как ясное солнышко, согревала ему душу.",1,13
2,rus,"Потешила она его несколько годков, подросла, стала все понимать, обо всем с ним толковать, а там ее Бог и взял.",1,14
2,rus,"Уж как горевал отец, так и сказать нельзя.",1,15
2,rus,"""Все пропало, жить больше не для кого"", твердил он, и оплакивал свою малютку день и ночь.",1,16
2,rus,"Тут навестил его раз соседней батюшка, старичок О.",1,17
2,rus,"Иван, и когда Авдеич при нем опять стал твердить: ""Все пропало--жить не для кого"", отец Иван ответил: ""не пропалo то, что Господь на небо перенес--оно там целее будет, чем на земле.",1,18
2,rus,"Есть там для тебя и другое сокровище--это Сам Господь; и для Него тебе теперь жить надо.""",1,19
2,rus,"Авдеич грустно покачал головою, а от души все таке как как-будто отлегло.",1,20
2,rus,"""Надо-бы божественную книгу достать"", сказал он, ""авось и вразумить она меня"".",1,21
2,rus,"""Зайди ко мне, я тебе дам Евангелие крупной печати"", сказал отец Иван, ""читай его с молитвой, оно тебя утешит, как и меня утешило--мои сокровища тоже уже не на земле"".",1,22
2,rus,"Дядя Мартын добыл Евангелие--весь Новый Завет крупной печати,--принялся читать в свободное от работы время, и стало ему это чтение то же самое, что хлеб насущный.",1,23
2,rus,"Голодовало одинокое сердце, но голод утолился небесною пищею, повеселел дядя Мартын, поднял поникшую голову и вместо жалоб часто стал повторать: ""Слава тебе Господи""!",1,24
2,rus,"Многое старое, что прежде водилось за ним, отошло прочь.",1,25
2,rus,"Было время, когда он весь праздничный вечерок просиживал в соседнем трактире и хоть не напивался, как другие, а все таки не в полном рассудке выходил оттуда.",1,26
2,rus,"Было время, когда он иной раз в досаде, бранные слова говорил, ворчал на то или другое, но это все отошло от него.",1,27
2,rus,"Доносятся бывало до него, в летнее время, из трактира хриплые голоса, громкие, шумные речи, а в коморке Авдеича светится лампочка над большой книгой на столе, и сам он, склонив седую голову, медленно, внимательно разбирает святые слова, и весь погружен в них, а на устах улыбка.",1,28
2,rus,"Был канун Рождества Христова, на дворе стояла метель с страшным холодным ветром, но у нашего башмачника тепло.",1,29
2,rus,Жарко истопленная печь еще не остыла.,1,30
2,rus,"Поздний уже вечер, а он еще не может оторваться от своей книги--читает начало Евангелия от Луки, где говорится про Рождество Христово, и дошел до этих слов: ""спеленала Его и положила Его в ясли, потому что не было им места в гостинице"".",1,31
2,rus,Авдеич тут остановился и задумался.,1,32
2,rus,"""Не было место!",1,33
2,rus,Не было места!,1,34
2,rus,"Для Христа-то!""",1,35
2,rus,"Он посмотрел кругом,--коморка хоть и бедная и тесная, но чисто прибрана, и показалась ему очень приглядной.",1,36
2,rus,"""Уж еслиб я в то время жил,--нашлось-бы Ему у меня местечко, всю-бы комнату Ему уступил, кабы Он только пришел ко мне!",1,37
2,rus,"Как-бы я встретил Его, как-бы поклонился Ему!",1,38
2,rus,"Все-бы готов Ему отдать с радости, что Он меня, сироту, посетил.",1,39
2,rus,"Да дать-то нечего, вот в чем дело.",1,40
2,rus,"В Евангелий сказано: волхвы принесли и золото, и ладaн, и смирну, а мне где-же это взять?",1,41
2,rus,"Пастухи, положим, ничего не принесли, должно быть не успели с собою захватить, а у меня ведь как есть и за душою ничего нет, чем-бы дорогого Гостя приветствовать.",1,42
2,rus,"Ничего нет, разве только""...и Авдеич, увлеченный своими размышлениями, потянулся к полке на стене, где, обернутые в тонкую бумагу, лежали два крошечные, детские башмачка, искусно сработанные из мягкой, лайковой кожи.",1,43
2,rus,"""Разве только вот это"", договорил он, ""давнишняя моя работа, за-то хороша,--нечего сказать; берег их на память, долгое время, а уж Ему-бы отдал, сейчас-бы отдал--не пожалел-бы"".",1,44
2,rus,"Тут старик засмеялся: ну что это я, сума сошел, кажется.",1,45
2,rus,Этакое небывалое дело пригрезилось мне: что придет ко мне Спаситель и башмачки мои от меня примет.,1,46
2,rus,Очень нужна Ему моя коморка и моя работа!,1,47
2,rus,"Он Царь славы""...",1,48
2,rus,"Раздумывая таким образом, старик углубился в свое ветхое, поношенное кресло и закрыл глаза.",1,49
2,rus,"На улицах, даже и в глухом переулке, было людно и шумно, каждый спешил туда и сюда, кто из церкви, кто с покупками, кто к родным на елку, а дядя Мартын не трогался с места--задремал, должно быть, старик.",1,50
2,rus,"""Мартын!""",1,51
2,rus,"послышался вдруг около него мягкий, тихий голос.",1,52
2,rus,"""Кто тут?""",1,53
2,rus,"вскричал, с просонок, башмачник; взглянул на дверь--никого!",1,54
2,rus,"""Мартын, ты желал видеть Господа"", продолжал голос, ""Он исполнит твое желание: завтра, целый день, смотри на улицу, и постарайся узнать Его, потому что Он сам тебе не откроется.""",1,55
2,rus,"Голос замолк, Мартын, в трепетном удивлении, потирал глаза.",1,56
2,rus,"Лампа догорела и погасла, в комнате было темно.",1,57
2,rus,"""Спаситель обещал пройти мимо моего окошка"", повторял он, ""не сон-ли это!",1,58
2,rus,"Ну, пускай, сон, а я все таки буду ждать: все глаза высмотрю.",1,59
2,rus,"Никогда я Его не видал, а все таки может-быть и узнаю"".",1,60
2,rus,"Чем свет поднялся Авдеич, на следующее утро, истопил печку, помолился Богу, напился чаю, прибрал комнату а сам все в окошко поглядывает, поджидая первых лучей солнца и ранних прохожих.",1,61
2,rus,"Вот рассвело и показался на улице Степаныч, старый престарый дворник, т.е. не дворник он собственно,--этим званием его никто не величал,-прост увечный, ни ничто почти неспособный человек, который только и мог сгребать снег или подметать улицу перед домом, да и то с грехом пополам.",1,62
2,rus,"Пять или шесть небогатых домовладельцев, сложившись между собою, отвели ему за этот посильный труд конуру для жилья и платили ничтожное вознаграждение едва достаточное, чтобы не умереть ему с голоду с хворой женой.",1,63
2,rus,"Милостыне просить Степаныч однако, не решался, за что нередко получал выговор от жены; но старик был тихого нрава и на эти выговоры не обижался.",1,64
2,rus,Авдеич почти и не взглянул на него; до того-ли ему было!,1,65
2,rus,"А на дворе становится, ух, как холодно, так и пробирает до костей крепкий мороз.",1,66
2,rus,"Степаныч сначала было усердно принялся сгребать снег, которого много навалило за ночь, но не в терпение стало, должно-быть; положил лопату и начал размахивать руками и ногами топать, чтоб согреться.",1,67
2,rus,"""Бедняга, ишь, как его пробирает!""",1,68
2,rus,"сказал сам себе Авдеич, ""замерзнет совсем на стуже, и жилье-то, поди-ка не топленое.",1,69
2,rus,"Напоить его, разве, тайком..."" он постучал в стекло.",1,70
2,rus,Степаныч обернулся и подошел к окну.,1,71
2,rus,Авдеич поманил его рудом и пошел отворить дверь.,1,72
2,rus,"""Войди погреться,"" сказал он ласково старику, ""здесь тепленькое слава богу"".",1,73
2,rus,"""Спасибо, сосед, прозяб--нечего сказать,"" проговорил Степаныч.",1,74
2,rus,"""А чайку стаканчик--выпьешь?""",1,75
2,rus,"""Спаси тебя Господи, как не выпить чайку, уж забыл, когда и пивал-то.""",1,76
2,rus,"""Башмачник усадил гостя, налил ему стакан чаю, отрезал ломоть хлеба, а сам воротился к окну и стал пристально смотреть то в ту, то в другую сторону улицы--не идет ли кто.",1,77
2,rus,"""Наливай себе, Степаныч, второй стакан,"" сказал он, не оборачиваясь.",1,78
2,rus,"""Кого-это ты все выглядываешь, Мартын Авдеич?""",1,79
2,rus,спросил тот.,1,80
2,rus,"""Да вот жду Господа,"" отвечал дядя Мартын, ""обещался мимо моих окон пройти сегодня, и все и поджидаю,--как-бы не пропустить Его, Господа, Иисуса Христа...ведь ты знаешь Его?""",1,81
2,rus,"""Как не знать; грамоте хоть не знаю, а слышал про Него, что Он Спаситель наш, и сердцем Его часто поминаю.""",1,82
2,rus,"Авдеич задело это за живое и он стал рассказывать своему гостю то и другое, что читал в Евангелии про Спасителя, рассказал ему то, что читал накануне; говорит, а сам нет-нет, да и оборачивается к окошку.",1,83
2,rus,"""Так ты Его все поджидаешь?""",1,84
2,rus,"сказал наконец Степаныч, ""ну, уж, дождешься-ли--не знаю.",1,85
2,rus,"А за то мне ты Его, своими рассказами, точно живого показал.",1,86
2,rus,Будто и стоит Он тут близко и говорит со мною.,1,87
2,rus,"Спасибо тебе, Мартын Авдеич, угостил ты меня, ради праздника Господа: и душу и тело наделил.",1,88
2,rus,"Будет времячко, не взыщи, если опять приду послушать, Господь тебе отдаст за это.""",1,89
2,rus,"""Милости просим, милости просим,"" отвечал дядя Мартын.",1,90
2,rus,"Степаныч ушел, а башмачник опять прижал лицо к стеклу.",1,91
2,rus,"Вот, мимо окошка, проходят шатающиеся фигуры, должно быт прямо из трактира; так и перебрасывает их с одной стороны улицы на другую, проходят разнощики с лотками, булочник с корзиной--все это не новость, и дядя Мартын мало обращает на это внимание.",1,92
2,rus,"Но вдруг, взор его остановился на молодой женщине, в лохмотьях, с ребенком на руках.",1,93
2,rus,"Она была такая бледная, худая и на вид голодная, что у старика защемило сердце.",1,94
2,rus,"Авдеич распахнул дверь своей коморки, стал на пороге и кликнул, ""ей, голубушка!""",1,95
2,rus,"Женщина услыхала и обернулась, удивленная.",1,96
2,rus,"Подойди, подойди сюда, ты должно-быть нездорова, красавица!""",1,97
2,rus,"""Красавица"" было одно из любимых слов дяди Мартына; он употреблял его, говоря и с толстой рыночной торговкой, и со старой соседкой-прачкой, и со всеми женщинами, без исключения,--будь они молодые, старые, богатые или бедные.",1,98
2,rus,"""Да, я не здорова"", отвечала молодая женщина, ""пыталась попасть в больницу с ребенком, да там не приняли; муж в солдатах, обещался придти, а вот уж 4-й месяц жду не дождусь.",1,99
2,rus,"Не знаю теперь, что и делать!""",1,100
2,rus,Она заплакала и ребенок за нею.,1,101
2,rus,"""Бедная, бедная"", сказал растроганный старик, ""войди хоть ко мне, покуда.",1,102
2,rus,"Кусочек хлеба съешь, да погреешься, ребенку молочка достанем"".",1,103
2,rus,"Вошли в комнату, и Авдеич принялся угощать новых гостей.",1,104
2,rus,"""Ты, красавица, покушай"", сказал он, поставив перед нею все свои припасы, ""а мне покуда младенца передай,--ведь у меня свои дети были--умею с ними нянчиться.",1,105
2,rus,"Славный мальчишка, право, а ножки-то у него совсем голые--как-же это так?""",1,106
2,rus,"""Обуть не во что"", ответчала со вздохом мать.",1,107
